tick,timestamp_wib,intersectionId,vehicle_count_1min,volume_veh_per_hour,avg_speed_kmh,queue_length_veh,wait_time_min,green_seconds,density_percent,weather_temp_c,accident_count,roadwork_flag,event_flag,date_only,is_holiday,is_weekend,day_name,hour,minute,day,day_of_week,month,hour_sin,hour_cos,traffic_period,congestion_level,lag_1,lag_5,lag_15,lag_30,lag_60,lag_speed_15,lag_queue_15,roll_mean_15,roll_std_15,roll_min_15,roll_max_15,roll_median_15,roll_mean_60,roll_std_60,roll_min_60,roll_max_60,delta_volume,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Hot,weather_condition_Rain,target_volume_15m,target_volume_2h,target_volume_4h,weather_condition
694,2026-05-01 11:34:00+07:00,TMG-1012,36,2203.67,46.989999999999995,0,0.0,26.75,0.0925,29.0,0,0,0,2026-05-01,1,0,Friday,11,34,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3870.3599999999997,1694.7,2249.7799999999997,1878.56,1807.03,47.4525,0.0,2309.8826666666664,576.8963504758751,1594.4599999999998,3870.3599999999997,2235.48,2002.1051666666667,517.4825231519862,1202.73,3870.3599999999997,-1666.6899999999996,0,0,0,1,3475.43,2448.62,1710.56,Rain
695,2026-05-01 11:35:00+07:00,TMG-1012,70,4206.12,46.7475,4,0.68,26.0,1.0275,29.0,0,0,0,2026-05-01,1,0,Friday,11,35,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,2203.67,2710.8,1908.8600000000001,1424.66,1218.55,47.3625,0.0,2306.8086666666663,577.3621447443644,1594.4599999999998,3870.3599999999997,2204.31,2008.7158333333332,517.4817371846183,1202.73,3870.3599999999997,2002.4499999999998,0,0,0,1,5227.070000000001,4303.9,1728.67,Rain
696,2026-05-01 11:36:00+07:00,TMG-1012,47,2831.45,47.2975,0,0.0,24.25,0.21750000000000003,29.0,0,0,0,2026-05-01,1,0,Friday,11,36,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4206.12,2235.48,2366.6400000000003,2273.77,2142.66,47.215,0.0,2459.9593333333332,744.6980282395087,1594.4599999999998,4206.12,2235.48,2058.5086666666666,580.1069013595248,1202.73,4206.12,-1374.67,0,0,0,1,4037.39,2669.29,1448.07,Rain
697,2026-05-01 11:37:00+07:00,TMG-1012,36,2213.36,47.1575,0,0.0,25.5,0.2975,29.0,0,0,0,2026-05-01,1,0,Friday,11,37,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,2831.45,1897.27,2773.97,2492.86,2240.85,46.285,0.0,2490.9466666666663,750.1878688860626,1594.4599999999998,4206.12,2235.48,2069.9885,588.5541990330071,1202.73,4206.12,-618.0899999999997,0,0,0,1,3271.58,2170.0099999999998,1667.42,Rain
698,2026-05-01 11:38:00+07:00,TMG-1012,58,3450.37,55.4775,0,0.0,23.0,0.03,33.8,0,0,0,2026-05-01,1,0,Friday,11,38,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,2213.36,3870.3599999999997,2611.1,1469.0500000000002,1383.6299999999999,48.14,0.0,2453.5726666666665,749.0444223377148,1594.4599999999998,4206.12,2213.36,2069.5303333333336,588.4296223429885,1202.73,4206.12,1237.0099999999998,0,0,1,0,4419.38,3083.41,1158.28,Hot
699,2026-05-01 11:39:00+07:00,TMG-1012,73,4343.74,56.230000000000004,3,0.36,24.0,0.36750000000000005,33.8,0,0,0,2026-05-01,1,0,Friday,11,39,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3450.37,2203.67,2139.5,1751.04,2093.55,47.1825,0.0,2509.524,791.778172414112,1594.4599999999998,4206.12,2213.36,2103.976,607.7714848113625,1202.73,4206.12,893.3699999999999,0,0,1,0,5824.83,2709.51,2048.67,Hot
700,2026-05-01 11:40:00+07:00,TMG-1012,90,5395.69,54.7475,11,2.111,24.75,2.0075000000000003,33.8,0,0,0,2026-05-01,1,0,Friday,11,40,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4343.74,4206.12,2204.31,2319.11,1211.31,47.5475,0.0,2656.4733333333334,913.4040107490131,1594.4599999999998,4343.74,2235.48,2141.4791666666665,673.0380062159462,1202.73,4343.74,1051.9499999999998,0,0,1,0,5177.23,2529.5099999999998,1730.68,Hot
701,2026-05-01 11:41:00+07:00,TMG-1012,72,4386.91,54.2675,14,2.688,24.5,2.98,33.8,0,0,0,2026-05-01,1,0,Friday,11,41,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,5395.69,2831.45,1594.4599999999998,2931.64,1463.54,46.567499999999995,0.0,2869.2320000000004,1143.308448858588,1594.4599999999998,5395.69,2673.7,2211.2188333333334,782.8531640748369,1202.73,5395.69,-1008.7799999999997,0,0,1,0,2727.0600000000004,2216.6,2449.55,Hot
702,2026-05-01 11:42:00+07:00,TMG-1012,61,3652.85,54.05,11,1.998,24.5,2.4274999999999998,34.1,0,0,0,2026-05-01,1,0,Friday,11,42,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4386.91,2213.36,2673.7,1860.4299999999998,1690.95,47.345,0.0,3055.3953333333334,1148.2474219676,1694.7,5395.69,2710.8,2259.9416666666666,825.349017691263,1202.73,5395.69,-734.06,0,0,1,0,4235.530000000001,2052.7200000000003,2031.65,Hot
703,2026-05-01 11:43:00+07:00,TMG-1012,73,4367.77,54.1525,14,2.987,26.25,3.255,34.2,0,0,0,2026-05-01,1,0,Friday,11,43,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3652.85,3450.37,1717.31,2470.14,1655.98,47.6525,0.0,3120.6719999999996,1152.8212317069317,1694.7,5395.69,2831.45,2292.64,841.1367440311357,1202.73,5395.69,714.9200000000005,0,0,1,0,4172.21,2921.64,2300.3599999999997,Hot
704,2026-05-01 11:44:00+07:00,TMG-1012,61,3647.22,55.065,14,2.619,26.25,2.9000000000000004,34.2,0,0,0,2026-05-01,1,0,Friday,11,44,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4367.77,4343.74,1694.7,1545.6399999999999,2124.9,46.6,0.0,3297.3693333333335,1125.1493360024117,1694.7,5395.69,3450.37,2337.8365,878.378855870326,1202.73,5395.69,-720.5500000000006,0,0,1,0,5198.6,3597.63,2209.2,Hot
705,2026-05-01 11:45:00+07:00,TMG-1012,56,3395.38,56.035,0,0.0,27.5,0.14,34.3,0,0,0,2026-05-01,1,0,Friday,11,45,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3647.22,5395.69,2710.8,2086.1800000000003,1536.77,47.0475,0.0,3427.5373333333337,1035.8966188729366,1897.27,5395.69,3647.22,2363.2085,893.9716594488273,1202.73,5395.69,-251.8399999999997,0,0,1,0,5333.54,3025.98,1430.56,Hot
706,2026-05-01 11:46:00+07:00,TMG-1012,59,3480.13,56.4725,0,0.0,24.25,0.1725,34.5,0,0,0,2026-05-01,1,0,Friday,11,46,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3395.38,4386.91,2235.48,2407.0299999999997,2602.1800000000003,46.305,0.0,3473.176,1016.9711205535785,1897.27,5395.69,3647.22,2394.1853333333333,897.0454129888141,1202.73,5395.69,84.75,0,0,1,0,4900.610000000001,1759.78,1716.26,Hot
707,2026-05-01 11:47:00+07:00,TMG-1012,51,3105.4,56.0575,0,0.0,24.25,0.1125,34.6,0,0,0,2026-05-01,1,0,Friday,11,47,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3480.13,3652.85,1897.27,2520.71,2012.8200000000002,48.025,0.0,3556.1526666666664,957.8287836147719,1897.27,5395.69,3647.22,2408.817833333333,907.5941874754775,1202.73,5395.69,-374.73,0,0,1,0,4922.1900000000005,3060.02,2004.36,Hot
708,2026-05-01 11:48:00+07:00,TMG-1012,70,4157.43,55.96,0,0.0,25.25,0.1125,34.6,0,0,0,2026-05-01,1,0,Friday,11,48,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3105.4,4367.77,3870.3599999999997,1791.54,1684.05,46.695,1.0,3636.6946666666668,853.4838169180205,2203.67,5395.69,3647.22,2427.0274999999997,910.4703780820159,1202.73,5395.69,1052.0300000000002,0,0,1,0,6048.46,2696.45,1815.54,Hot
709,2026-05-01 11:49:00+07:00,TMG-1012,57,3475.43,57.4675,0,0.0,25.25,0.1825,34.7,0,0,0,2026-05-01,1,0,Friday,11,49,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4157.43,3647.22,2203.67,2249.7799999999997,2134.7400000000002,46.989999999999995,0.0,3655.8326666666667,862.2709473946999,2203.67,5395.69,3647.22,2468.2505,931.9993030775358,1202.73,5395.69,-682.0000000000005,0,0,1,0,4846.58,2139.12,1564.51,Hot
710,2026-05-01 11:50:00+07:00,TMG-1012,87,5227.070000000001,55.1725,11,2.111,25.5,2.285,34.8,0,0,0,2026-05-01,1,0,Friday,11,50,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3475.43,3395.38,4206.12,1908.8600000000001,1285.6799999999998,46.7475,4.0,3740.616666666667,766.4901651560527,2213.36,5395.69,3647.22,2490.595333333333,939.9059018200369,1202.73,5395.69,1751.6400000000008,0,0,1,0,3763.7,2437.83,1621.16,Hot
711,2026-05-01 11:51:00+07:00,TMG-1012,68,4037.39,55.4275,0,0.0,28.75,0.5375000000000001,34.8,0,0,0,2026-05-01,1,0,Friday,11,51,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,5227.070000000001,3480.13,2831.45,2366.6400000000003,1381.71,47.2975,0.0,3808.68,851.4047771854973,2213.36,5395.69,3647.22,2556.2851666666666,990.630055809348,1202.73,5395.69,-1189.6800000000007,0,0,1,0,4197.33,2186.2200000000003,1958.28,Hot
712,2026-05-01 11:52:00+07:00,TMG-1012,54,3271.58,56.5625,0,0.0,26.0,0.21999999999999997,34.8,0,0,0,2026-05-01,1,0,Friday,11,52,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4037.39,3105.4,2213.36,2773.97,2191.6,47.1575,0.0,3889.076,808.3863275315833,2213.36,5395.69,3652.85,2600.5464999999995,996.5706222975391,1202.73,5395.69,-765.81,0,0,1,0,4383.75,2623.17,2286.38,Hot
713,2026-05-01 11:53:00+07:00,TMG-1012,73,4419.38,56.0475,3,0.383,23.75,0.4775,34.8,0,0,0,2026-05-01,1,0,Friday,11,53,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,3271.58,4157.43,3450.37,2611.1,1923.21,55.4775,0.0,3959.6240000000003,689.0708162010638,3105.4,5395.69,3652.85,2618.5461666666665,998.8097725828825,1202.73,5395.69,1147.8000000000002,0,0,1,0,5021.97,2299.88,1669.01,Hot
714,2026-05-01 11:54:00+07:00,TMG-1012,97,5824.83,52.24,26,6.312,26.0,5.0575,34.8,0,0,0,2026-05-01,1,0,Friday,11,54,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4419.38,3475.43,4343.74,2139.5,2279.04,56.230000000000004,3.0,4024.2246666666665,683.3163619632322,3105.4,5395.69,4037.39,2660.149,1021.0936236954497,1202.73,5395.69,1405.4499999999998,0,0,1,0,3341.66,2379.13,1720.0500000000002,Hot
715,2026-05-01 11:55:00+07:00,TMG-1012,86,5177.23,52.78,36,9.111,22.75,6.765,34.8,0,0,0,2026-05-01,1,0,Friday,11,55,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,5824.83,5227.070000000001,5395.69,2204.31,1700.32,54.7475,11.0,4122.964,825.0863671831144,3105.4,5824.83,4037.39,2719.2454999999995,1098.3478895008227,1202.73,5824.83,-647.6000000000004,0,0,1,0,4001.37,1793.01,1809.85,Hot
716,2026-05-01 11:56:00+07:00,TMG-1012,46,2727.0600000000004,55.1475,18,3.45,26.25,3.5625,34.7,0,0,0,2026-05-01,1,0,Friday,11,56,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,5177.23,4037.39,4386.91,1594.4599999999998,1465.81,54.2675,14.0,4108.4,802.6389004224932,3105.4,5824.83,4037.39,2777.1940000000004,1134.79419476926,1202.73,5824.83,-2450.169999999999,0,0,1,0,5098.33,3800.18,816.77,Hot
717,2026-05-01 11:57:00+07:00,TMG-1012,70,4235.530000000001,53.792500000000004,20,4.373,25.5,4.2275,34.7,0,0,0,2026-05-01,1,0,Friday,11,57,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,2727.0600000000004,3271.58,3652.85,2673.7,1202.73,54.05,11.0,3997.7433333333333,872.8470562284477,2727.0600000000004,5824.83,3652.85,2798.2148333333334,1121.6965578140175,1202.73,5824.83,1508.4700000000003,0,0,1,0,5274.74,2200.51,1586.22,Hot
718,2026-05-01 11:58:00+07:00,TMG-1012,69,4172.21,53.355000000000004,22,4.962,27.0,4.322500000000001,34.7,0,0,0,2026-05-01,1,0,Friday,11,58,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4235.530000000001,4419.38,4367.77,1717.31,1240.37,54.1525,14.0,4036.588666666667,869.360374831213,2727.0600000000004,5824.83,4037.39,2848.7615,1116.903953241051,1240.37,5824.83,-63.32000000000062,0,0,1,0,3426.49,2195.85,2198.7799999999997,Hot
719,2026-05-01 11:59:00+07:00,TMG-1012,86,5198.6,52.3825,31,8.388,25.25,5.9825,34.7,0,0,0,2026-05-01,1,0,Friday,11,59,1,4,5,0.258819045102521,-0.9659258262890682,Daytime,low,4172.21,5824.83,3647.22,1694.7,1721.6499999999999,55.065,14.0,4023.551333333334,865.4968411336816,2727.0600000000004,5824.83,4037.39,2897.6255,1109.4533948880137,1424.66,5824.83,1026.3900000000003,0,0,1,0,4078.87,1760.34,1690.66,Hot
720,2026-05-01 12:00:00+07:00,TMG-1012,89,5333.54,52.265,39,11.379000000000001,24.5,7.6875,34.5,0,0,0,2026-05-01,1,0,Friday,12,0,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5198.6,5177.23,3395.38,2710.8,1618.57,56.035,0.0,4126.9766666666665,908.9180794114246,2727.0600000000004,5824.83,4157.43,2955.574666666667,1137.4399012493382,1424.66,5824.83,134.9399999999996,0,0,1,0,4397.48,3080.33,1949.37,Hot
721,2026-05-01 12:01:00+07:00,TMG-1012,82,4900.610000000001,51.035,40,12.647,24.5,8.145,34.4,0,0,0,2026-05-01,1,0,Friday,12,1,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5333.54,2727.0600000000004,3480.13,2235.48,2652.48,56.4725,0.0,4256.187333333333,934.878888263583,2727.0600000000004,5824.83,4172.21,3017.4908333333337,1164.2231945317506,1424.66,5824.83,-432.9299999999994,0,0,1,0,5065.87,2470.65,1602.33,Hot
722,2026-05-01 12:02:00+07:00,TMG-1012,82,4922.1900000000005,51.41,41,12.873,25.0,7.805,34.4,0,0,0,2026-05-01,1,0,Friday,12,2,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4900.610000000001,4235.530000000001,3105.4,1897.27,1838.72,56.0575,0.0,4350.886,922.5150996348441,2727.0600000000004,5824.83,4235.530000000001,3054.9596666666666,1188.2061200062076,1424.66,5824.83,21.579999999999927,0,0,1,0,6566.13,3028.1,2237.64,Hot
723,2026-05-01 12:03:00+07:00,TMG-1012,101,6048.46,49.05,61,26.908,25.0,11.73,34.2,0,0,0,2026-05-01,1,0,Friday,12,3,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4922.1900000000005,4172.21,4157.43,3870.3599999999997,2750.31,55.96,0.0,4472.0053333333335,864.7700775091834,2727.0600000000004,5824.83,4419.38,3106.350833333333,1201.3201799027797,1424.66,5824.83,1126.2699999999995,0,0,1,0,4675.7300000000005,2617.76,1999.97,Hot
724,2026-05-01 12:04:00+07:00,TMG-1012,81,4846.58,49.269999999999996,64,34.534,24.75,12.8325,34.5,0,0,0,2026-05-01,1,0,Friday,12,4,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,6048.46,5198.6,3475.43,2203.67,1878.56,57.4675,0.0,4598.074,949.3393967220428,2727.0600000000004,6048.46,4900.610000000001,3161.32,1258.833095790545,1424.66,6048.46,-1201.88,0,0,1,0,4791.17,2582.37,1586.01,Hot
725,2026-05-01 12:05:00+07:00,TMG-1012,63,3763.7,50.0525,50,20.161,27.5,9.6425,34.7,0,0,0,2026-05-01,1,0,Friday,12,5,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4846.58,5333.54,5227.070000000001,4206.12,1424.66,55.1725,11.0,4689.484,898.1537778831167,2727.0600000000004,6048.46,4900.610000000001,3210.787,1265.8673855159009,1424.66,6048.46,-1082.88,0,0,1,0,7238.67,2297.86,1820.07,Hot
726,2026-05-01 12:06:00+07:00,TMG-1012,69,4197.33,52.5875,36,10.561,27.5,7.1925,34.8,0,0,0,2026-05-01,1,0,Friday,12,6,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,3763.7,4900.610000000001,4037.39,2831.45,2273.77,55.4275,0.0,4591.926,914.9097058867147,2727.0600000000004,6048.46,4846.58,3249.771,1245.7866075066918,1469.0500000000002,6048.46,433.6300000000001,0,0,1,0,5024.02,2394.48,1564.81,Hot
727,2026-05-01 12:07:00+07:00,TMG-1012,73,4383.75,52.81,31,8.162,25.5,5.8950000000000005,35.0,0,0,0,2026-05-01,1,0,Friday,12,7,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4197.33,4922.1900000000005,3271.58,2213.36,2492.86,56.5625,0.0,4602.5886666666665,908.8975747721342,2727.0600000000004,6048.46,4846.58,3281.8303333333333,1244.9946842878298,1469.0500000000002,6048.46,186.42000000000007,0,0,1,0,5151.48,1958.71,1903.9499999999998,Hot
728,2026-05-01 12:08:00+07:00,TMG-1012,83,5021.97,51.99,40,11.392000000000001,23.75,7.68,35.2,0,0,0,2026-05-01,1,0,Friday,12,8,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4383.75,6048.46,4419.38,3450.37,1469.0500000000002,56.0475,3.0,4676.733333333334,834.9153950864612,2727.0600000000004,6048.46,4846.58,3313.3451666666665,1248.6118105421624,1469.0500000000002,6048.46,638.2200000000003,0,0,1,0,4292.91,1355.18,1741.16,Hot
729,2026-05-01 12:09:00+07:00,TMG-1012,56,3341.66,53.605000000000004,23,5.104,28.5,4.532500000000001,35.1,0,0,0,2026-05-01,1,0,Friday,12,9,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5021.97,4846.58,5824.83,4343.74,1751.04,52.24,26.0,4716.906,836.1442975245706,2727.0600000000004,6048.46,4900.610000000001,3372.5605,1243.903387232113,1545.6399999999999,6048.46,-1680.3100000000004,0,0,1,0,4361.62,2094.19,1755.23,Hot
730,2026-05-01 12:10:00+07:00,TMG-1012,67,4001.37,53.8725,19,4.066,24.75,4.205,35.1,0,0,0,2026-05-01,1,0,Friday,12,10,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,3341.66,3763.7,5177.23,5395.69,2319.11,52.78,36.0,4551.361333333333,846.8703910269245,2727.0600000000004,6048.46,4846.58,3399.070833333333,1225.5742397546232,1545.6399999999999,6048.46,659.71,0,0,1,0,4261.91,2731.21,1535.1999999999998,Hot
731,2026-05-01 12:11:00+07:00,TMG-1012,86,5098.33,54.59,19,3.9530000000000003,25.0,3.5225,35.1,0,0,0,2026-05-01,1,0,Friday,12,11,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4001.37,4197.33,2727.0600000000004,4386.91,2931.64,55.1475,18.0,4472.970666666666,839.1856111004862,2727.0600000000004,6048.46,4383.75,3427.1085000000003,1219.677527897032,1545.6399999999999,6048.46,1096.96,0,0,1,0,6345.71,2218.19,2245.42,Hot
732,2026-05-01 12:12:00+07:00,TMG-1012,88,5274.74,54.175,20,4.235,25.0,4.205,35.0,0,0,0,2026-05-01,1,0,Friday,12,12,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5098.33,4383.75,4235.530000000001,3652.85,1860.4299999999998,53.792500000000004,20.0,4631.055333333334,698.3277817438163,3341.66,6048.46,4846.58,3463.22,1236.7153934063072,1545.6399999999999,6048.46,176.40999999999985,0,0,1,0,3446.44,2122.9300000000003,1992.77,Hot
733,2026-05-01 12:13:00+07:00,TMG-1012,57,3426.49,55.379999999999995,5,0.669,27.5,1.3775,35.1,0,0,0,2026-05-01,1,0,Friday,12,13,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5274.74,5021.97,4172.21,4367.77,2470.14,53.355000000000004,22.0,4700.336,707.7709561796314,3341.66,6048.46,4900.610000000001,3520.1251666666667,1240.2624786419492,1545.6399999999999,6048.46,-1848.25,0,0,1,0,4269.79,2250.52,2905.9,Hot
734,2026-05-01 12:14:00+07:00,TMG-1012,69,4078.87,56.5625,6,0.894,23.5,1.25,35.0,0,0,0,2026-05-01,1,0,Friday,12,14,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,3426.49,3341.66,5198.6,3647.22,1545.6399999999999,52.3825,31.0,4650.621333333333,770.8923173075541,3341.66,6048.46,4900.610000000001,3536.0643333333333,1232.6618930485786,1545.6399999999999,6048.46,652.3800000000001,0,0,1,0,3694.0,1999.0099999999998,2077.63,Hot
735,2026-05-01 12:15:00+07:00,TMG-1012,73,4397.48,56.265,0,0.0,26.0,0.585,34.6,0,0,0,2026-05-01,1,0,Friday,12,15,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4078.87,4001.37,5333.54,3395.38,2086.1800000000003,52.265,39.0,4575.972666666667,768.2485704925267,3341.66,6048.46,4846.58,3578.284833333333,1206.4358485245032,1594.4599999999998,6048.46,318.6099999999997,0,0,1,0,5031.45,2218.56,2573.92,Hot
736,2026-05-01 12:16:00+07:00,TMG-1012,85,5065.87,55.522499999999994,3,0.38,25.5,0.775,34.5,0,0,0,2026-05-01,1,0,Friday,12,16,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4397.48,5098.33,4900.610000000001,3480.13,2407.0299999999997,51.035,40.0,4513.568666666667,739.8078710127261,3341.66,6048.46,4397.48,3616.8065,1194.8294587829926,1594.4599999999998,6048.46,668.3900000000003,0,0,1,0,4249.13,2742.51,2426.5499999999997,Hot
737,2026-05-01 12:17:00+07:00,TMG-1012,110,6566.13,53.3175,28,5.388,24.75,4.695,34.7,0,0,0,2026-05-01,1,0,Friday,12,17,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5065.87,5274.74,4922.1900000000005,3105.4,2520.71,51.41,41.0,4524.585999999999,747.1772905294021,3341.66,6048.46,4397.48,3661.1205,1198.500692675559,1594.4599999999998,6048.46,1500.2600000000002,0,0,1,0,4438.22,3338.09,2062.5699999999997,Hot
738,2026-05-01 12:18:00+07:00,TMG-1012,78,4675.7300000000005,54.61,15,2.742,26.0,3.2649999999999997,34.8,0,0,0,2026-05-01,1,0,Friday,12,18,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,6566.13,3426.49,6048.46,4157.43,1791.54,49.05,61.0,4634.182,912.0416016373069,3341.66,6566.13,4397.48,3728.5441666666666,1246.1031988390457,1594.4599999999998,6566.13,-1890.3999999999996,0,0,1,0,4627.53,2232.23,2237.66,Hot
739,2026-05-01 12:19:00+07:00,TMG-1012,81,4791.17,55.15,12,2.289,25.25,2.445,34.8,0,0,0,2026-05-01,1,0,Friday,12,19,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4675.7300000000005,4078.87,4846.58,3475.43,2249.7799999999997,49.269999999999996,64.0,4542.666666666667,824.6816050163737,3341.66,6566.13,4397.48,3776.614,1225.5759702737828,1594.4599999999998,6566.13,115.4399999999996,0,0,1,0,5151.7,1838.56,2824.8500000000004,Hot
740,2026-05-01 12:20:00+07:00,TMG-1012,121,7238.67,50.515,46,11.565,26.0,7.8325,34.7,0,0,0,2026-05-01,1,0,Friday,12,20,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4791.17,4397.48,3763.7,5227.070000000001,1908.8600000000001,50.0525,50.0,4538.972666666667,823.3460651986481,3341.66,6566.13,4397.48,3818.9705000000004,1215.790239657109,1594.4599999999998,6566.13,2447.5,0,0,1,0,4336.84,1945.77,1799.38,Hot
741,2026-05-01 12:21:00+07:00,TMG-1012,84,5024.02,51.0625,42,12.145999999999999,24.75,7.592499999999999,34.5,0,0,0,2026-05-01,1,0,Friday,12,21,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,7238.67,5065.87,4197.33,4037.39,2366.6400000000003,52.5875,36.0,4770.637333333333,1047.8846930941181,3341.66,7238.67,4675.7300000000005,3907.800666666667,1267.4743546455982,1594.4599999999998,7238.67,-2214.6499999999996,0,0,1,0,4242.5199999999995,2002.6699999999998,2696.56,Hot
742,2026-05-01 12:22:00+07:00,TMG-1012,86,5151.48,51.28,47,15.745000000000001,24.0,8.700000000000001,34.7,0,0,0,2026-05-01,1,0,Friday,12,22,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5024.02,6566.13,4383.75,3271.58,2773.97,52.81,31.0,4825.75,1037.2640181609647,3341.66,7238.67,4791.17,3952.0903333333335,1259.1095728263367,1594.4599999999998,7238.67,127.45999999999913,0,0,1,0,3521.81,1213.8899999999999,2475.8,Hot
743,2026-05-01 12:23:00+07:00,TMG-1012,71,4292.91,53.0875,29,7.692,29.0,6.3175,34.7,0,0,0,2026-05-01,1,0,Friday,12,23,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,5151.48,4675.7300000000005,5021.97,4419.38,2611.1,51.99,40.0,4876.932,1032.8281243833092,3341.66,7238.67,5021.97,3991.7155000000002,1258.8158067849292,1594.4599999999998,7238.67,-858.5699999999997,0,0,1,0,5738.85,1826.8799999999999,2168.06,Hot
744,2026-05-01 12:24:00+07:00,TMG-1012,72,4361.62,52.29,32,8.795,23.25,6.5075,34.8,0,0,0,2026-05-01,1,0,Friday,12,24,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4292.91,4791.17,3341.66,5824.83,2139.5,53.605000000000004,23.0,4828.3279999999995,1042.6232549967422,3341.66,7238.67,4791.17,4019.7456666666667,1246.2138894870245,1594.4599999999998,7238.67,68.71000000000004,0,0,1,0,4777.05,2400.23,2257.79,Hot
745,2026-05-01 12:25:00+07:00,TMG-1012,71,4261.91,53.8675,18,3.697,27.75,3.8674999999999997,34.7,0,0,0,2026-05-01,1,0,Friday,12,25,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4361.62,7238.67,4001.37,5177.23,2204.31,53.8725,19.0,4896.325333333333,969.4315558604934,3426.49,7238.67,4791.17,4056.7810000000004,1222.176107178621,1594.4599999999998,7238.67,-99.71000000000004,0,0,1,0,3437.9100000000003,1622.13,3096.77,Hot
746,2026-05-01 12:26:00+07:00,TMG-1012,105,6345.71,51.99,41,10.993,24.5,7.59,34.8,0,0,0,2026-05-01,1,0,Friday,12,26,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,4261.91,5024.02,5098.33,2727.0600000000004,1594.4599999999998,54.59,19.0,4913.694666666666,954.4698581401599,3426.49,7238.67,4791.17,4091.0743333333335,1197.9432863310485,1594.4599999999998,7238.67,2083.8,0,0,1,0,4292.08,1571.8400000000001,2736.13,Hot
747,2026-05-01 12:27:00+07:00,TMG-1012,57,3446.44,53.605000000000004,26,6.216,26.5,5.242500000000001,34.8,0,0,0,2026-05-01,1,0,Friday,12,27,1,4,5,1.2246467991473532e-16,-1.0,Daytime,low,6345.71,5151.48,5274.74,4235.530000000001,2673.7,54.175,20.0,4996.853333333333,1023.5451414545623,3426.49,7238.67,4791.17,4170.261833333334,1187.0992859629953,1694.7,7238.67,-2899.27,0,0,1,0,4383.33,1448.58,3026.9,Hot
